,class,end_pos,file,line,start_pos,text,type,Y,Predicted_Values
701,U,2909,ML14087A338.txt,80,2640.0,"['the', 'team', 'reviewed', 'the', 'license', 'renewal', 'safety', 'evaluation', 'safety', 'analysis', 'license', 'renewal', 'program', 'reviewed', 'the', 'commitments', 'implementation', 'review', 'work', 'and', 'interviewed', 'the', 'program']",0.0,U,N
703,U,3346,ML14087A338.txt,80,3100.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'remained', 'aware', 'of', 'industry', 'activities', 'as', 'described', 'in', 'the', 'safety', 'evaluation', 'report', 'and', 'planned', 'to', 'submit', 'their', 'aging', 'management', 'program', 'and', 'inspection', 'plans', 'prior', 'to', 'entering', 'the', 'period', 'of', 'extended']",0.0,U,N
707,O,721,ML14087A338.txt,82,451.0,"['the', 'licensee', 'had', 'developed', 'but', 'had', 'not', 'issued', 'procedure', 'vessel', 'internals', 'revision', 'that', 'described', 'the', 'implementation', 'of', 'the', 'reactor', 'vessel', 'internals', 'inspections', 'that', 'epri', 'described', 'as', 'or', 'across', 'the', 'entergy']",1.0,N,N
709,U,1089,ML14087A338.txt,82,885.0,"['the', 'licensee', 'planned', 'to', 'submit', 'their', 'reactor', 'vessel', 'internals', 'aging', 'management', 'program', 'for', 'review', 'just', 'prior', 'to', 'entering', 'the', 'period', 'of', 'extended', 'operation', 'to', 'allow', 'for', 'the', 'most', 'accurate', 'possible']",0.0,U,N
713,U,1683,ML14087A338.txt,82,1511.0,"['the', 'team', 'verified', 'that', 'the', 'licensee', 'demonstrated', 'sufficient', 'bolt', 'even', 'though', 'of', 'the', 'lower', 'core', 'barrel', 'bolts', 'had', 'indications', 'in', 'the', 'bolt', 'head', 'to', 'shank']",0.0,U,N
715,O,2065,ML14087A338.txt,82,1791.0,"['based', 'on', 'review', 'of', 'the', 'actions', 'implemented', 'related', 'to', 'the', 'reactor', 'vessel', 'internals', 'program', 'aging', 'management', 'the', 'team', 'could', 'not', 'conclude', 'that', 'the', 'licensee', 'implemented', 'actions', 'that', 'would', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",1.0,N,N
720,U,2823,ML14087A338.txt,82,2572.0,"['spent', 'fuel', 'pool', 'monitoring', 'program', 'the', 'spent', 'fuel', 'pool', 'monitoring', 'program', 'aging', 'management', 'program', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'stress', 'corrosion', 'cracking', 'from', 'the', 'external', 'weld', 'zones', 'of', 'the', 'spent', 'fuel', 'pool']",0.0,U,N
725,U,102,ML14087A338.txt,84,0.0,"['supplement', 'specified', 'the', 'criteria', 'and', 'provided', 'guidance', 'to', 'perform', 'the', 'liner', 'leak']",0.0,U,N
730,U,792,ML14087A338.txt,84,790.0,[],0.0,U,U
731,U,958,ML14087A338.txt,84,792.0,"['wall', 'thinning', 'inspection', 'program', 'the', 'wall', 'thinning', 'inspection', 'program', 'aging', 'management', 'program', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'loss', 'of']",0.0,U,N
733,U,1271,ML14087A338.txt,84,1059.0,"['the', 'licensee', 'evaluated', 'whether', 'the', 'wall', 'thickness', 'remained', 'above', 'the', 'minimum', 'required', 'to', 'avoid', 'leaks', 'or', 'failures', 'under', 'normal', 'conditions', 'and', 'postulated', 'transient', 'and', 'accident', 'including', 'seismic']",0.0,U,U
735,U,2171,ML14087A338.txt,84,1980.0,"['the', 'team', 'reviewed', 'the', 'license', 'renewal', 'safety', 'evaluation', 'safety', 'analysis', 'license', 'renewal', 'work', 'and', 'corrective', 'action']",0.0,U,N
736,U,2258,ML14087A338.txt,84,2171.0,"['the', 'team', 'interviewed', 'the', 'program', 'owner', 'and', 'reviewed', 'nondestructive', 'examination']",0.0,U,U
739,U,2751,ML14087A338.txt,84,2568.0,"['the', 'team', 'determined', 'that', 'the', 'system', 'engineer', 'had', 'developed', 'spreadsheet', 'that', 'documented', 'the', 'systems', 'included', 'in', 'the', 'wall', 'thinning', 'program', 'and', 'the', 'status', 'of', 'the', 'completed']",0.0,U,U
743,U,3361,ML14087A338.txt,84,3355.0,[],0.0,U,U
745,U,512,ML14087A338.txt,86,253.0,"['because', 'of', 'concerns', 'related', 'to', 'the', 'amount', 'of', 'detail', 'in', 'the', 'wall', 'thinning', 'program', 'aging', 'management', 'program', 'guidance', 'the', 'team', 'will', 'verify', 'the', 'licensee', 'added', 'sufficient', 'detail', 'during', 'the', 'phase', 'commitment', 'remained']",0.0,U,N
747,U,745,ML14087A338.txt,86,739.0,[],0.0,U,U
751,U,1674,ML14087A338.txt,86,1618.0,"['the', 'team', 'reviewed', 'existing', 'aging', 'management']",0.0,U,U
755,U,2,ML14087A338.txt,88,0.0,[],0.0,U,U
757,U,302,ML14087A338.txt,88,161.0,"['the', 'program', 'included', 'alloy', 'and', 'alloy', 'weld', 'metal', 'locations', 'in', 'the', 'reactor', 'coolant', 'including', 'the', 'hot', 'leg', 'flow', 'meter']",0.0,U,U
758,U,452,ML14087A338.txt,88,302.0,"['the', 'team', 'reviewed', 'the', 'implementing', 'program', 'license', 'renewal', 'safety', 'analysis', 'and', 'the', 'safety', 'evaluation']",0.0,U,N
762,U,898,ML14087A338.txt,88,867.0,"['the', 'team', 'determined', 'that']",0.0,U,U
763,U,182,ML14087A338.txt,90,0.0,"['the', 'licensee', 'had', 'mitigated', 'all', 'the', 'small', 'bore', 'alloy', 'and', 'alloy', 'locations', 'on', 'the', 'pressurizer', 'and', 'on', 'high', 'risk', 'sections', 'of', 'the', 'pressurizer', 'and', 'reactor', 'coolant', 'system']",0.0,U,N
764,U,406,ML14087A338.txt,90,182.0,"['letter', 'revised', 'the', 'commitment', 'to', 'develop', 'an', 'alloy', 'inspection', 'program', 'aging', 'management', 'program', 'to', 'no', 'longer', 'require', 'the', 'program', 'since', 'they', 'included', 'the', 'inspections', 'as', 'part', 'of', 'their', 'inservice', 'inspection']",0.0,U,N
767,U,1048,ML14087A338.txt,90,938.0,"['the', 'team', 'reviewed', 'the', 'design', 'changes', 'that', 'mitigated', 'the', 'welds', 'in', 'the', 'pressurizer', 'and', 'on', 'the', 'small', 'bore']",0.0,U,U
768,U,1108,ML14087A338.txt,90,1048.0,"['the', 'team', 'identified', 'no', 'concerns', 'with', 'this', 'commitment']",0.0,U,U
769,U,1345,ML14087A338.txt,90,1108.0,"['based', 'on', 'review', 'of', 'the', 'actions', 'implemented', 'related', 'to', 'the', 'alloy', 'program', 'aging', 'management', 'the', 'team', 'concluded', 'the', 'licensee', 'implemented', 'actions', 'to', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",0.0,U,N
771,U,1447,ML14087A338.txt,90,1445.0,[],0.0,U,U
776,U,2300,ML14087A338.txt,90,2134.0,"['the', 'team', 'reviewed', 'the', 'safety', 'analysis', 'program', 'basis', 'implementing', 'license', 'renewal', 'and', 'safety', 'evaluation']",0.0,U,N
777,U,2451,ML14087A338.txt,90,2300.0,"['the', 'team', 'interviewed', 'the', 'program', 'walked', 'down', 'the', 'alternate', 'ac', 'diesel', 'and', 'reviewed', 'inspection', 'records', 'and', 'corrective', 'action']",0.0,U,N
779,U,3069,ML14087A338.txt,90,2804.0,"['the', 'team', 'verified', 'that', 'the', 'licensee', 'performed', 'other', 'removing', 'or', 'disassembling', 'components', 'for', 'inspection', 'at', 'frequencies', 'specified', 'by', 'the', 'and', 'pressure', 'and', 'inspecting', 'for', 'leakage', 'or']",0.0,U,U
780,U,3205,ML14087A338.txt,90,3069.0,"['the', 'team', 'noted', 'that', 'the', 'diesel', 'fuel', 'oil', 'program', 'aging', 'management', 'program', 'monitored', 'for', 'the', 'effects', 'of', 'aging', 'for', 'the', 'bulk', 'fuel', 'oil']",0.0,U,N
782,U,376,ML14087A338.txt,92,129.0,"['based', 'upon', 'review', 'of', 'the', 'alternate', 'ac', 'diesel', 'generator', 'testing', 'and', 'inspection', 'program', 'aging', 'management', 'the', 'team', 'concluded', 'the', 'licensee', 'implemented', 'actions', 'to', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",0.0,U,N
788,U,1398,ML14087A338.txt,92,1272.0,"['subsection', 'iwe', 'inspections', 'identified', 'and', 'corrected', 'degradations', 'of', 'the', 'reactor', 'building', 'liner', 'and', 'their', 'integral']",0.0,U,U
791,U,1848,ML14087A338.txt,92,1710.0,"['the', 'team', 'interviewed', 'the', 'program', 'owner', 'and', 'reviewed', 'selected', 'inspection', 'records', 'and', 'the', 'scheduling', 'of', 'the', 'inservice', 'inspection']",0.0,U,U
794,U,2524,ML14087A338.txt,92,2260.0,"['based', 'upon', 'review', 'of', 'the', 'asme', 'section', 'subsection', 'and', 'iwf', 'inservice', 'inspection', 'aging', 'management', 'the', 'team', 'concluded', 'the', 'licensee', 'implemented', 'actions', 'to', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",0.0,U,N
795,U,2635,ML14087A338.txt,92,2524.0,"['the', 'team', 'concluded', 'that', 'the', 'licensee', 'met', 'commitments', 'and', 'prior', 'to', 'the', 'period', 'of', 'extended']",0.0,U,N
796,U,6,ML14087A338.txt,94,0.0,[],0.0,U,U
797,U,262,ML14087A338.txt,96,0.0,"['subsection', 'iwl', 'inspection', 'program', 'the', 'subsection', 'iwl', 'inspection', 'program', 'aging', 'management', 'program', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'loss', 'of', 'material', 'for', 'tendon', 'cracking', 'of', 'and', 'change', 'in', 'material', 'properties', 'of']",0.0,U,N
798,U,395,ML14087A338.txt,96,262.0,"['this', 'program', 'evaluated', 'the', 'quality', 'and', 'structural', 'performance', 'of', 'the', 'reactor', 'building', 'system', 'and', 'concrete']",0.0,U,U
799,U,577,ML14087A338.txt,96,395.0,"['the', 'team', 'reviewed', 'the', 'safety', 'analysis', 'program', 'basis', 'inservice', 'inspection', 'license', 'renewal', 'implementing', 'and', 'safety', 'evaluation']",0.0,U,N
801,U,750,ML14087A338.txt,96,648.0,"['the', 'licensee', 'specified', 'acceptance', 'criteria', 'that', 'met', 'the', 'section', 'subsection', 'iwl']",0.0,U,N
802,U,917,ML14087A338.txt,96,750.0,"['corrective', 'actions', 'may', 'include', 'replacing', 'or', 'reanalysis', 'of', 'the', 'reactor', 'building', 'to', 'assure', 'adequate', 'tendon', 'prestress', 'to', 'meet', 'design']",0.0,U,U
803,U,1084,ML14087A338.txt,96,917.0,"['from', 'review', 'of', 'the', 'unit', 'inspection', 'the', 'team', 'questioned', 'whether', 'the', 'licensee', 'had', 'determined', 'whether', 'the', 'cracking', 'identified', 'in', 'unit', 'had', 'occurred', 'in', 'unit']",0.0,U,N
810,U,2330,ML14087A338.txt,96,2276.0,"['failure', 'to', 'reassess', 'the', 'effects', 'of', 'aging']",0.0,U,N
811,U,2604,ML14087A338.txt,96,2330.0,"['the', 'team', 'identified', 'green', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'and', 'for', 'failure', 'to', 'follow', 'procedures', 'related', 'to', 'review', 'of', 'indications', 'that', 'could', 'affect', 'the', 'structural', 'integrity', 'of', 'the', 'unit', 'reactor']",0.0,U,N
812,O,2888,ML14087A338.txt,96,2604.0,"['the', 'licensee', 'failed', 'to', 'perform', 'subsequent', 'visual', 'inspection', 'of', 'concrete', 'cracks', 'that', 'exceeded', 'acceptable', 'criteria', 'in', 'the', 'previous', 'inspection', 'as', 'specified', 'in', 'procedure', 'and', 'detailed', 'visual', 'examinations', 'of', 'concrete', 'revision']",1.0,N,N
813,U,3145,ML14087A338.txt,96,2888.0,"['the', 'corrective', 'actions', 'included', 'verifying', 'that', 'the', 'indications', 'did', 'not', 'structurally', 'affect', 'the', 'reactor', 'building', 'in', 'these', 'initiating', 'condition', 'report', 'and', 'scheduling', 'the', 'affected', 'areas', 'for', 'review', 'during', 'the', 'upcoming']",0.0,U,N
814,U,6,ML14087A338.txt,98,0.0,[],0.0,U,U
820,U,835,ML14087A338.txt,100,659.0,"['report', 'documented', 'that', 'the', 'reactor', 'building', 'inspection', 'found', 'two', 'cracks', 'exceeding', 'inches', 'in', 'maximum', 'width', 'on', 'the', 'bearing', 'plates', 'of', 'tendons', 'and']",0.0,U,U
821,U,963,ML14087A338.txt,100,835.0,"['the', 'reactor', 'building', 'inspection', 'identified', 'two', 'cracks', 'exceeding', 'inches', 'in', 'maximum', 'width', 'near', 'the', 'ring']",0.0,U,N
825,U,1457,ML14087A338.txt,100,1304.0,"['the', 'licensee', 'determined', 'that', 'the', 'general', 'mass', 'of', 'the', 'concrete', 'section', 'remained', 'sound', 'except', 'for', 'the', 'thin', 'feathered', 'edges', 'of', 'the', 'triangular', 'crack']",0.0,U,N
826,U,1540,ML14087A338.txt,100,1457.0,"['the', 'licensee', 'removed', 'areas', 'identified', 'as', 'hollow', 'until', 'only', 'sound', 'concrete']",0.0,U,U
828,U,1869,ML14087A338.txt,100,1698.0,"['the', 'responsible', 'engineer', 'attributed', 'the', 'cracks', 'to', 'temperature', 'curing', 'at', 'initial', 'construction', 'and', 'concluded', 'the', 'cracks', 'had', 'no', 'impact', 'on', 'the', 'containment']",0.0,U,N
833,U,2913,ML14087A338.txt,100,2526.0,"['in', 'maximum', 'width', 'in', 'other', 'measured', 'below', 'any', 'surface', 'enhanced', 'except', 'for', 'cracks', 'which', 'have', 'been', 'determined', 'to', 'be', 'acceptable', 'during', 'previous', 'examinations', 'and', 'that', 'show', 'no', 'indication', 'of', 'change', 'since', 'the', 'last', 'examination', 'are', 'defined', 'as', 'those', 'having', 'an', 'absence', 'of', 'recent', 'growth', 'and', 'absence', 'of', 'other', 'degradation', 'mechanisms', 'at', 'the']",0.0,U,U
834,U,2922,ML14087A338.txt,100,2913.0,[],0.0,U,U
835,O,3078,ML14087A338.txt,100,2922.0,"['the', 'team', 'determined', 'that', 'the', 'failure', 'to', 'assess', 'previous', 'indications', 'of', 'concrete', 'as', 'specified', 'in', 'plant', 'was', 'performance']",1.0,N,N
836,U,3238,ML14087A338.txt,100,3078.0,"['the', 'team', 'considered', 'the', 'finding', 'more', 'than', 'minor', 'if', 'left', 'the', 'finding', 'would', 'have', 'the', 'potential', 'to', 'lead', 'to', 'more', 'significant', 'safety']",0.0,U,N
839,U,315,ML14087A338.txt,102,0.0,"['integrity', 'screening', 'the', 'issue', 'screened', 'as', 'having', 'very', 'low', 'safety', 'significance', 'because', 'it', 'did', 'not', 'involve', 'an', 'actual', 'open', 'pathway', 'in', 'the', 'physical', 'integrity', 'of', 'the', 'loss', 'of', 'containment', 'or', 'reduction', 'in', 'heat', 'removal', 'capability', 'and', 'it', 'did', 'not', 'affect', 'hydrogen']",0.0,U,U
845,U,1325,ML14087A338.txt,102,1102.0,"['contrary', 'to', 'the', 'prior', 'to', 'september', 'for', 'inspection', 'activities', 'affecting', 'the', 'licensee', 'failed', 'to', 'inspect', 'previously', 'identified', 'crack', 'areas', 'to', 'confirm', 'no', 'changes', 'had', 'occurred', 'as', 'required', 'by']",0.0,U,N
847,O,1857,ML14087A338.txt,102,1600.0,"['the', 'corrective', 'actions', 'included', 'verifying', 'that', 'the', 'indications', 'did', 'not', 'structurally', 'affect', 'the', 'reactor', 'building', 'in', 'these', 'initiating', 'condition', 'report', 'and', 'scheduling', 'the', 'affected', 'areas', 'for', 'review', 'during', 'the', 'upcoming']",1.0,N,N
849,U,2432,ML14087A338.txt,102,2162.0,"['augmented', 'inspections', 'program', 'the', 'augmented', 'inspections', 'program', 'aging', 'management', 'programs', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'cracking', 'and', 'loss', 'of', 'material', 'in', 'systems', 'and', 'components', 'that', 'did', 'not', 'require', 'examination', 'in', 'accordance', 'with', 'asme', 'section']",0.0,U,U
850,U,2603,ML14087A338.txt,102,2432.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'established', 'the', 'same', 'controls', 'and', 'performed', 'similar', 'nondestructive', 'examinations', 'as', 'they', 'performed', 'for', 'the', 'asme', 'section', 'xi']",0.0,U,N
853,U,274,ML14087A338.txt,104,124.0,"['the', 'team', 'reviewed', 'the', 'implementing', 'program', 'license', 'renewal', 'safety', 'analysis', 'and', 'the', 'safety', 'evaluation']",0.0,U,N
856,U,721,ML14087A338.txt,104,522.0,"['the', 'team', 'verified', 'that', 'the', 'licensee', 'established', 'unique', 'designators', 'for', 'each', 'of', 'the', 'components', 'and', 'welds', 'if', 'established', 'appropriate', 'inspection', 'and', 'properly', 'conducted', 'the']",0.0,U,U
859,U,1273,ML14087A338.txt,104,1021.0,"['although', 'radiography', 'would', 'provide', 'some', 'indication', 'of', 'gross', 'wall', 'loss', 'in', 'the', 'thick', 'valve', 'the', 'licensee', 'determined', 'that', 'the', 'aging', 'effects', 'of', 'corrosion', 'and', 'cracking', 'would', 'be', 'manifested', 'earlier', 'in', 'the', 'thinner', 'piping', 'and', 'welds', 'to', 'the', 'valves']",0.0,U,N
862,U,1743,ML14087A338.txt,104,1603.0,"['the', 'licensee', 'had', 'replaced', 'three', 'of', 'the', 'four', 'reactor', 'coolant', 'pump', 'covers', 'and', 'planned', 'to', 'replace', 'the', 'final', 'reactor', 'coolant', 'pump', 'cover', 'in']",0.0,U,N
864,U,2118,ML14087A338.txt,104,1936.0,"['the', 'licensee', 'determined', 'that', 'the', 'pump', 'vendor', 'had', 'supplied', 'identical', 'reactor', 'coolant', 'including', 'the', 'reactor', 'coolant', 'pump', 'to', 'davis', 'besse', 'and', 'arkansas', 'nuclear', 'unit']",0.0,U,N
865,U,2221,ML14087A338.txt,104,2118.0,"['the', 'licensee', 'identified', 'similar', 'operating', 'conditions', 'for', 'both', 'facilities', 'except', 'for', 'chemistry']",0.0,U,U
867,U,2675,ML14087A338.txt,104,2408.0,"['arkansas', 'nuclear', 'unit', 'had', 'not', 'monitored', 'for', 'the', 'presence', 'of', 'chlorides', 'and', 'the', 'licensee', 'reviewed', 'historical', 'records', 'that', 'included', 'the', 'amount', 'of', 'chlorides', 'and', 'fluorides', 'present', 'when', 'adding', 'makeup', 'water', 'to', 'the', 'closed', 'cooling', 'water']",0.0,U,U
869,U,3115,ML14087A338.txt,104,2911.0,"['in', 'addition', 'to', 'determining', 'the', 'chloride', 'concentration', 'for', 'the', 'life', 'of', 'the', 'the', 'licensee', 'initiated', 'flaw', 'tolerance', 'evaluation', 'to', 'determine', 'the', 'susceptibility', 'of', 'the', 'pump', 'cover', 'to', 'flaw']",0.0,U,N
875,U,256,ML14087A338.txt,106,169.0,"['the', 'team', 'will', 'review', 'actions', 'related', 'to', 'commitment', 'during', 'the', 'phase']",0.0,U,N
877,U,726,ML14087A338.txt,106,481.0,"['the', 'licensee', 'met', 'commitment', 'related', 'to', 'completing', 'the', 'following', 'augmented', 'reactor', 'building', 'sump', 'stainless', 'steel', 'main', 'steamline', 'penetration', 'and', 'decay', 'heat', 'removal', 'drain', 'and', 'penetrations', 'and']",0.0,U,N
878,U,940,ML14087A338.txt,106,726.0,"['small', 'bore', 'piping', 'and', 'small', 'bore', 'nozzles', 'inspection', 'program', 'the', 'small', 'bore', 'piping', 'and', 'small', 'bore', 'nozzles', 'inspection', 'program', 'aging', 'management', 'program', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by']",0.0,U,U
879,U,1173,ML14087A338.txt,106,940.0,"['this', 'augmented', 'inspection', 'program', 'included', 'small', 'bore', 'reactor', 'coolant', 'system', 'piping', 'and', 'nozzles', 'less', 'than', 'and', 'greater', 'than', 'in', 'diameter', 'that', 'did', 'not', 'receive', 'nondestructive', 'examinations', 'in', 'accordance', 'with', 'asme', 'section']",0.0,U,U
880,U,1323,ML14087A338.txt,106,1173.0,"['the', 'team', 'reviewed', 'the', 'implementing', 'program', 'license', 'renewal', 'safety', 'analysis', 'and', 'the', 'safety', 'evaluation']",0.0,U,N
884,U,1897,ML14087A338.txt,106,1786.0,"['the', 'licensee', 'scheduled', 'the', 'remaining', 'six', 'welds', 'for', 'nondestructive', 'examination', 'during', 'the', 'next', 'refueling']",0.0,U,N
888,U,2427,ML14087A338.txt,106,2425.0,[],0.0,U,U
889,U,2639,ML14087A338.txt,106,2427.0,"['bolting', 'and', 'torqueing', 'program', 'the', 'bolting', 'and', 'torqueing', 'program', 'aging', 'management', 'program', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'loss', 'of', 'and', 'loss', 'of', 'mechanical', 'closure']",0.0,U,N
